query	target	fident
ssRNA751	ssRNA749	0.9
ssRNA751	ssRNA753	0.9
ssRNA751	ssRNA757	0.9
ssRNA822	ssRNA487	0.9
ssRNA648	ssRNA650	0.9
ssRNA749	ssRNA752	0.9
ssRNA748	ssRNA753	0.9
ssRNA748	ssRNA750	0.9
ssRNA749	ssRNA750	0.9
ssRNA650	ssRNA757	0.9
ssRNA757	ssRNA750	0.9
ssRNA757	ssRNA752	0.9
ssRNA757	ssRNA753	0.9
ssRNA650	ssRNA652	0.9
ssRNA650	ssRNA651	0.9
ssRNA755	ssRNA750	0.9
ssRNA749	ssRNA753	0.9
ssRNA755	ssRNA752	0.9
ssRNA753	ssRNA750	0.9
ssRNA753	ssRNA752	0.9
ssRNA302	ssRNA869	0.9
ssRNA302	ssRNA867	0.9
ssRNA523	ssRNA521	0.9
ssRNA473	ssRNA477	0.901
ssRNA816	ssRNA664	0.903
ssRNA410	ssRNA411	0.903
ssRNA815	ssRNA665	0.903
ssRNA817	ssRNA664	0.903
ssRNA664	ssRNA818	0.903
ssRNA376	ssRNA864	0.904
ssRNA376	ssRNA867	0.904
ssRNA323	ssRNA874	0.904
ssRNA323	ssRNA878	0.904
ssRNA323	ssRNA890	0.904
ssRNA885	ssRNA323	0.904
ssRNA323	ssRNA880	0.904
ssRNA323	ssRNA882	0.904
ssRNA323	ssRNA899	0.904
ssRNA323	ssRNA322	0.904
ssRNA323	ssRNA886	0.904
ssRNA376	ssRNA869	0.904
ssRNA289	ssRNA886	0.904
ssRNA289	ssRNA888	0.904
ssRNA238	ssRNA498	0.904
ssRNA323	ssRNA289	0.904
ssRNA718	ssRNA713	0.904
ssRNA826	ssRNA827	0.904
ssRNA713	ssRNA717	0.904
ssRNA864	ssRNA372	0.904
ssRNA867	ssRNA372	0.904
ssRNA869	ssRNA372	0.904
ssRNA627	ssRNA637	0.906
ssRNA64	ssRNA776	0.906
ssRNA884	ssRNA613	0.906
ssRNA98	ssRNA96	0.906
ssRNA328	ssRNA327	0.907
ssRNA289	ssRNA890	0.907
ssRNA122	ssRNA665	0.909
ssRNA26	ssRNA384	0.909
ssRNA672	ssRNA667	0.909
ssRNA541	ssRNA320	0.909
ssRNA564	ssRNA565	0.909
ssRNA472	ssRNA476	0.909
ssRNA816	ssRNA819	0.909
ssRNA819	ssRNA817	0.909
ssRNA638	ssRNA634	0.911
ssRNA637	ssRNA635	0.913
ssRNA672	ssRNA668	0.913
ssRNA478	ssRNA473	0.913
ssRNA810	ssRNA811	0.913
ssRNA812	ssRNA813	0.913
ssRNA628	ssRNA635	0.913
ssRNA813	ssRNA563	0.913
ssRNA637	ssRNA628	0.913
ssRNA720	ssRNA716	0.913
ssRNA812	ssRNA563	0.913
ssRNA645	ssRNA503	0.914
ssRNA818	ssRNA663	0.914
ssRNA815	ssRNA663	0.914
ssRNA663	ssRNA817	0.914
ssRNA663	ssRNA816	0.914
ssRNA289	ssRNA882	0.917
ssRNA874	ssRNA289	0.917
ssRNA529	ssRNA525	0.92
ssRNA374	ssRNA869	0.92
ssRNA859	ssRNA374	0.92
ssRNA374	ssRNA867	0.92
ssRNA528	ssRNA526	0.92
ssRNA864	ssRNA374	0.92
ssRNA97	ssRNA96	0.92
ssRNA322	ssRNA890	0.921
ssRNA878	ssRNA890	0.921
ssRNA890	ssRNA880	0.921
ssRNA899	ssRNA890	0.921
ssRNA873	ssRNA866	0.923
ssRNA873	ssRNA872	0.923
ssRNA873	ssRNA871	0.923
ssRNA873	ssRNA870	0.923
ssRNA872	ssRNA870	0.923
ssRNA872	ssRNA871	0.923
ssRNA872	ssRNA866	0.923
ssRNA870	ssRNA866	0.923
ssRNA871	ssRNA866	0.923
ssRNA451	ssRNA371	0.923
ssRNA451	ssRNA453	0.923
ssRNA518	ssRNA517	0.923
ssRNA871	ssRNA870	0.923
ssRNA522	ssRNA523	0.923
ssRNA427	ssRNA426	0.925
ssRNA325	ssRNA326	0.927
ssRNA325	ssRNA346	0.927
ssRNA325	ssRNA345	0.927
ssRNA881	ssRNA876	0.928
ssRNA302	ssRNA228	0.928
ssRNA887	ssRNA881	0.928
ssRNA372	ssRNA868	0.928
ssRNA887	ssRNA879	0.928
ssRNA887	ssRNA556	0.928
ssRNA883	ssRNA879	0.928
ssRNA868	ssRNA376	0.928
ssRNA876	ssRNA879	0.928
ssRNA883	ssRNA881	0.928
ssRNA876	ssRNA556	0.928
ssRNA883	ssRNA556	0.928
ssRNA473	ssRNA472	0.93
ssRNA328	ssRNA329	0.931
ssRNA289	ssRNA880	0.931
ssRNA899	ssRNA289	0.931
ssRNA323	ssRNA461	0.931
ssRNA672	ssRNA671	0.933
ssRNA715	ssRNA716	0.933
ssRNA125	ssRNA672	0.933
ssRNA664	ssRNA815	0.933
ssRNA65	ssRNA133	0.933
ssRNA638	ssRNA628	0.934
ssRNA890	ssRNA882	0.934
ssRNA890	ssRNA888	0.934
ssRNA874	ssRNA890	0.934
ssRNA327	ssRNA329	0.934
ssRNA638	ssRNA635	0.934
ssRNA188	ssRNA71	0.935
ssRNA122	ssRNA664	0.935
ssRNA323	ssRNA463	0.935
ssRNA651	ssRNA652	0.937
ssRNA648	ssRNA651	0.937
ssRNA234	ssRNA236	0.937
ssRNA861	ssRNA659	0.937
ssRNA235	ssRNA236	0.937
ssRNA236	ssRNA231	0.937
ssRNA225	ssRNA451	0.937
ssRNA233	ssRNA252	0.937
ssRNA862	ssRNA234	0.937
ssRNA862	ssRNA236	0.937
ssRNA252	ssRNA231	0.937
ssRNA863	ssRNA661	0.937
ssRNA249	ssRNA896	0.937
ssRNA863	ssRNA382	0.937
ssRNA233	ssRNA236	0.937
ssRNA234	ssRNA252	0.937
ssRNA659	ssRNA661	0.937
ssRNA751	ssRNA750	0.937
ssRNA235	ssRNA252	0.937
ssRNA235	ssRNA253	0.937
ssRNA253	ssRNA236	0.937
ssRNA658	ssRNA236	0.937
ssRNA382	ssRNA659	0.937
ssRNA658	ssRNA235	0.937
ssRNA19	ssRNA895	0.937
ssRNA19	ssRNA894	0.937
ssRNA752	ssRNA750	0.937
ssRNA426	ssRNA425	0.938
ssRNA818	ssRNA816	0.939
ssRNA816	ssRNA815	0.939
ssRNA815	ssRNA817	0.939
ssRNA815	ssRNA818	0.939
ssRNA817	ssRNA816	0.939
ssRNA819	ssRNA122	0.939
ssRNA818	ssRNA817	0.939
ssRNA528	ssRNA527	0.94
ssRNA526	ssRNA525	0.94
ssRNA113	ssRNA112	0.941
ssRNA906	ssRNA249	0.941
ssRNA658	ssRNA252	0.941
ssRNA253	ssRNA252	0.941
ssRNA751	ssRNA752	0.941
ssRNA644	ssRNA113	0.941
ssRNA723	ssRNA539	0.941
ssRNA229	ssRNA539	0.941
ssRNA724	ssRNA539	0.941
ssRNA648	ssRNA652	0.941
ssRNA252	ssRNA862	0.941
ssRNA384	ssRNA383	0.941
ssRNA863	ssRNA861	0.941
ssRNA441	ssRNA373	0.941
ssRNA645	ssRNA283	0.941
ssRNA26	ssRNA383	0.941
ssRNA663	ssRNA122	0.942
ssRNA724	ssRNA229	0.944
ssRNA301	ssRNA821	0.944
ssRNA357	ssRNA358	0.944
ssRNA656	ssRNA313	0.944
ssRNA229	ssRNA722	0.944
ssRNA809	ssRNA563	0.944
ssRNA722	ssRNA723	0.944
ssRNA722	ssRNA724	0.944
ssRNA436	ssRNA432	0.944
ssRNA722	ssRNA539	0.944
ssRNA229	ssRNA723	0.944
ssRNA723	ssRNA724	0.944
ssRNA664	ssRNA665	0.945
ssRNA629	ssRNA630	0.945
ssRNA322	ssRNA289	0.945
ssRNA878	ssRNA885	0.947
ssRNA888	ssRNA878	0.947
ssRNA885	ssRNA886	0.947
ssRNA885	ssRNA882	0.947
ssRNA668	ssRNA669	0.947
ssRNA885	ssRNA899	0.947
ssRNA885	ssRNA322	0.947
ssRNA885	ssRNA890	0.947
ssRNA878	ssRNA886	0.947
ssRNA885	ssRNA880	0.947
ssRNA878	ssRNA882	0.947
ssRNA895	ssRNA20	0.947
ssRNA125	ssRNA669	0.947
ssRNA886	ssRNA890	0.947
ssRNA357	ssRNA827	0.947
ssRNA894	ssRNA20	0.947
ssRNA669	ssRNA667	0.947
ssRNA669	ssRNA670	0.947
ssRNA193	ssRNA193	0.947
ssRNA671	ssRNA669	0.947
ssRNA293	ssRNA534	0.947
ssRNA477	ssRNA304	0.948
ssRNA753	ssRNA648	0.95
ssRNA755	ssRNA754	0.95
ssRNA112	ssRNA51	0.95
ssRNA753	ssRNA649	0.95
ssRNA750	ssRNA648	0.95
ssRNA756	ssRNA754	0.95
ssRNA753	ssRNA650	0.95
ssRNA750	ssRNA651	0.95
ssRNA821	ssRNA487	0.95
ssRNA667	ssRNA670	0.95
ssRNA634	ssRNA630	0.95
ssRNA671	ssRNA670	0.95
ssRNA649	ssRNA748	0.95
ssRNA750	ssRNA754	0.95
ssRNA757	ssRNA754	0.95
ssRNA668	ssRNA670	0.95
ssRNA634	ssRNA629	0.95
ssRNA757	ssRNA749	0.95
ssRNA753	ssRNA754	0.95
ssRNA753	ssRNA652	0.95
ssRNA753	ssRNA651	0.95
ssRNA630	ssRNA632	0.95
ssRNA754	ssRNA749	0.95
ssRNA302	ssRNA377	0.95
ssRNA376	ssRNA374	0.95
ssRNA473	ssRNA304	0.95
ssRNA670	ssRNA125	0.95
ssRNA372	ssRNA374	0.95
ssRNA652	ssRNA752	0.95
ssRNA652	ssRNA751	0.95
ssRNA555	ssRNA411	0.95
ssRNA217	ssRNA411	0.95
ssRNA748	ssRNA754	0.95
ssRNA308	ssRNA893	0.95
ssRNA648	ssRNA751	0.95
ssRNA632	ssRNA629	0.95
ssRNA751	ssRNA754	0.95
ssRNA752	ssRNA754	0.95
ssRNA254	ssRNA444	0.95
ssRNA650	ssRNA749	0.95
ssRNA627	ssRNA634	0.951
ssRNA376	ssRNA377	0.952
ssRNA451	ssRNA452	0.952
ssRNA895	ssRNA894	0.952
ssRNA633	ssRNA104	0.952
ssRNA894	ssRNA893	0.952
ssRNA893	ssRNA895	0.952
ssRNA372	ssRNA377	0.952
ssRNA374	ssRNA302	0.952
ssRNA289	ssRNA878	0.953
ssRNA637	ssRNA634	0.953
ssRNA639	ssRNA633	0.954
ssRNA637	ssRNA638	0.955
ssRNA719	ssRNA715	0.956
ssRNA503	ssRNA297	0.956
ssRNA719	ssRNA720	0.956
ssRNA630	ssRNA637	0.956
ssRNA635	ssRNA636	0.956
ssRNA629	ssRNA637	0.956
ssRNA811	ssRNA563	0.956
ssRNA135	ssRNA297	0.956
ssRNA563	ssRNA810	0.956
ssRNA477	ssRNA479	0.957
ssRNA258	ssRNA457	0.957
ssRNA359	ssRNA356	0.958
ssRNA635	ssRNA630	0.96
ssRNA886	ssRNA899	0.96
ssRNA864	ssRNA867	0.96
ssRNA874	ssRNA888	0.96
ssRNA869	ssRNA859	0.96
ssRNA886	ssRNA322	0.96
ssRNA864	ssRNA869	0.96
ssRNA886	ssRNA888	0.96
ssRNA864	ssRNA377	0.96
ssRNA864	ssRNA859	0.96
ssRNA529	ssRNA530	0.96
ssRNA880	ssRNA888	0.96
ssRNA244	ssRNA247	0.96
ssRNA492	ssRNA491	0.96
ssRNA880	ssRNA878	0.96
ssRNA869	ssRNA377	0.96
ssRNA322	ssRNA878	0.96
ssRNA885	ssRNA874	0.96
ssRNA869	ssRNA867	0.96
ssRNA880	ssRNA874	0.96
ssRNA899	ssRNA874	0.96
ssRNA878	ssRNA874	0.96
ssRNA899	ssRNA888	0.96
ssRNA322	ssRNA888	0.96
ssRNA885	ssRNA888	0.96
ssRNA377	ssRNA859	0.96
ssRNA867	ssRNA859	0.96
ssRNA377	ssRNA374	0.96
ssRNA377	ssRNA867	0.96
ssRNA888	ssRNA882	0.96
ssRNA373	ssRNA866	0.961
ssRNA312	ssRNA311	0.961
ssRNA449	ssRNA371	0.961
ssRNA373	ssRNA872	0.961
ssRNA453	ssRNA449	0.961
ssRNA373	ssRNA871	0.961
ssRNA373	ssRNA870	0.961
ssRNA373	ssRNA873	0.961
ssRNA312	ssRNA310	0.961
ssRNA304	ssRNA478	0.961
ssRNA449	ssRNA451	0.962
ssRNA427	ssRNA425	0.963
ssRNA0	ssRNA183	0.964
ssRNA879	ssRNA877	0.964
ssRNA184	ssRNA183	0.964
ssRNA556	ssRNA881	0.964
ssRNA184	ssRNA0	0.964
ssRNA372	ssRNA302	0.964
ssRNA881	ssRNA877	0.964
ssRNA883	ssRNA877	0.964
ssRNA887	ssRNA876	0.964
ssRNA887	ssRNA877	0.964
ssRNA887	ssRNA883	0.964
ssRNA718	ssRNA714	0.964
ssRNA877	ssRNA556	0.964
ssRNA877	ssRNA876	0.964
ssRNA302	ssRNA868	0.964
ssRNA302	ssRNA376	0.964
ssRNA876	ssRNA883	0.964
ssRNA879	ssRNA556	0.964
ssRNA881	ssRNA879	0.964
ssRNA462	ssRNA461	0.965
ssRNA241	ssRNA133	0.966
ssRNA463	ssRNA462	0.967
ssRNA63	ssRNA480	0.967
ssRNA304	ssRNA476	0.967
ssRNA636	ssRNA632	0.967
ssRNA592	ssRNA539	0.968
ssRNA817	ssRNA122	0.969
ssRNA816	ssRNA122	0.969
ssRNA122	ssRNA815	0.969
ssRNA818	ssRNA819	0.969
ssRNA122	ssRNA818	0.969
ssRNA819	ssRNA815	0.969
ssRNA479	ssRNA475	0.971
ssRNA283	ssRNA503	0.971
ssRNA474	ssRNA479	0.971
ssRNA717	ssRNA718	0.972
ssRNA820	ssRNA74	0.972
ssRNA635	ssRNA632	0.972
ssRNA330	ssRNA840	0.972
ssRNA840	ssRNA347	0.972
ssRNA874	ssRNA882	0.973
ssRNA874	ssRNA322	0.973
ssRNA874	ssRNA886	0.973
ssRNA899	ssRNA878	0.973
ssRNA882	ssRNA899	0.973
ssRNA882	ssRNA322	0.973
ssRNA886	ssRNA880	0.973
ssRNA472	ssRNA474	0.975
ssRNA475	ssRNA477	0.975
ssRNA472	ssRNA475	0.975
ssRNA471	ssRNA475	0.975
ssRNA474	ssRNA478	0.975
ssRNA478	ssRNA475	0.975
ssRNA473	ssRNA475	0.975
ssRNA639	ssRNA104	0.976
ssRNA472	ssRNA471	0.976
ssRNA471	ssRNA478	0.976
ssRNA555	ssRNA217	0.978
ssRNA112	ssRNA644	0.98
ssRNA477	ssRNA478	0.983
ssRNA472	ssRNA477	0.983
ssRNA472	ssRNA478	0.984
ssRNA472	ssRNA304	0.985
ssRNA880	ssRNA322	0.986
ssRNA322	ssRNA899	0.986
ssRNA882	ssRNA880	0.986
ssRNA882	ssRNA886	0.986
ssRNA880	ssRNA899	0.986
ssRNA98	ssRNA97	0.986
ssRNA628	ssRNA287	1.0
ssRNA724	ssRNA724	1.0
ssRNA661	ssRNA382	1.0
ssRNA489	ssRNA486	1.0
ssRNA192	ssRNA192	1.0
ssRNA521	ssRNA521	1.0
ssRNA659	ssRNA659	1.0
ssRNA661	ssRNA661	1.0
ssRNA628	ssRNA628	1.0
ssRNA564	ssRNA564	1.0
ssRNA628	ssRNA288	1.0
ssRNA457	ssRNA457	1.0
ssRNA532	ssRNA532	1.0
ssRNA500	ssRNA259	1.0
ssRNA500	ssRNA500	1.0
ssRNA436	ssRNA436	1.0
ssRNA898	ssRNA898	1.0
ssRNA489	ssRNA489	1.0
ssRNA659	ssRNA863	1.0
ssRNA691	ssRNA688	1.0
ssRNA96	ssRNA96	1.0
ssRNA521	ssRNA527	1.0
ssRNA526	ssRNA524	1.0
ssRNA526	ssRNA521	1.0
ssRNA590	ssRNA590	1.0
ssRNA622	ssRNA622	1.0
ssRNA876	ssRNA876	1.0
ssRNA654	ssRNA654	1.0
ssRNA844	ssRNA844	1.0
ssRNA883	ssRNA883	1.0
ssRNA18	ssRNA18	1.0
ssRNA654	ssRNA909	1.0
ssRNA813	ssRNA813	1.0
ssRNA654	ssRNA653	1.0
ssRNA626	ssRNA626	1.0
ssRNA651	ssRNA651	1.0
ssRNA749	ssRNA749	1.0
ssRNA32	ssRNA32	1.0
ssRNA908	ssRNA908	1.0
ssRNA526	ssRNA526	1.0
ssRNA820	ssRNA820	1.0
ssRNA521	ssRNA520	1.0
ssRNA756	ssRNA756	1.0
ssRNA398	ssRNA398	1.0
ssRNA462	ssRNA462	1.0
ssRNA866	ssRNA866	1.0
ssRNA803	ssRNA803	1.0
ssRNA674	ssRNA674	1.0
ssRNA77	ssRNA77	1.0
ssRNA101	ssRNA623	1.0
ssRNA101	ssRNA101	1.0
ssRNA4	ssRNA4	1.0
ssRNA870	ssRNA870	1.0
ssRNA807	ssRNA807	1.0
ssRNA717	ssRNA717	1.0
ssRNA908	ssRNA297	1.0
ssRNA494	ssRNA494	1.0
ssRNA908	ssRNA50	1.0
ssRNA908	ssRNA135	1.0
ssRNA348	ssRNA348	1.0
ssRNA288	ssRNA288	1.0
ssRNA501	ssRNA501	1.0
ssRNA30	ssRNA385	1.0
ssRNA30	ssRNA30	1.0
ssRNA895	ssRNA895	1.0
ssRNA863	ssRNA863	1.0
ssRNA800	ssRNA800	1.0
ssRNA636	ssRNA288	1.0
ssRNA636	ssRNA627	1.0
ssRNA636	ssRNA287	1.0
ssRNA636	ssRNA630	1.0
ssRNA636	ssRNA629	1.0
ssRNA636	ssRNA636	1.0
ssRNA437	ssRNA437	1.0
ssRNA373	ssRNA373	1.0
ssRNA341	ssRNA347	1.0
ssRNA341	ssRNA330	1.0
ssRNA341	ssRNA341	1.0
ssRNA308	ssRNA19	1.0
ssRNA308	ssRNA20	1.0
ssRNA501	ssRNA502	1.0
ssRNA308	ssRNA308	1.0
ssRNA533	ssRNA533	1.0
ssRNA629	ssRNA629	1.0
ssRNA220	ssRNA220	1.0
ssRNA188	ssRNA188	1.0
ssRNA124	ssRNA124	1.0
ssRNA487	ssRNA301	1.0
ssRNA487	ssRNA487	1.0
ssRNA588	ssRNA588	1.0
ssRNA556	ssRNA556	1.0
ssRNA524	ssRNA528	1.0
ssRNA524	ssRNA527	1.0
ssRNA524	ssRNA524	1.0
ssRNA492	ssRNA492	1.0
ssRNA428	ssRNA428	1.0
ssRNA396	ssRNA396	1.0
ssRNA364	ssRNA363	1.0
ssRNA364	ssRNA364	1.0
ssRNA629	ssRNA288	1.0
ssRNA629	ssRNA287	1.0
ssRNA629	ssRNA631	1.0
ssRNA629	ssRNA627	1.0
ssRNA565	ssRNA565	1.0
ssRNA220	ssRNA2	1.0
ssRNA244	ssRNA245	1.0
ssRNA244	ssRNA244	1.0
ssRNA452	ssRNA449	1.0
ssRNA452	ssRNA453	1.0
ssRNA452	ssRNA452	1.0
ssRNA420	ssRNA418	1.0
ssRNA420	ssRNA415	1.0
ssRNA420	ssRNA420	1.0
ssRNA376	ssRNA372	1.0
ssRNA376	ssRNA376	1.0
ssRNA333	ssRNA333	1.0
ssRNA300	ssRNA300	1.0
ssRNA268	ssRNA268	1.0
ssRNA236	ssRNA381	1.0
ssRNA236	ssRNA252	1.0
ssRNA236	ssRNA236	1.0
ssRNA76	ssRNA76	1.0
ssRNA810	ssRNA810	1.0
ssRNA714	ssRNA714	1.0
ssRNA648	ssRNA648	1.0
ssRNA584	ssRNA584	1.0
ssRNA520	ssRNA522	1.0
ssRNA520	ssRNA523	1.0
ssRNA452	ssRNA371	1.0
ssRNA244	ssRNA246	1.0
ssRNA452	ssRNA225	1.0
ssRNA644	ssRNA644	1.0
ssRNA371	ssRNA225	1.0
ssRNA371	ssRNA453	1.0
ssRNA371	ssRNA371	1.0
ssRNA366	ssRNA366	1.0
ssRNA301	ssRNA301	1.0
ssRNA237	ssRNA237	1.0
ssRNA109	ssRNA109	1.0
ssRNA441	ssRNA441	1.0
ssRNA404	ssRNA404	1.0
ssRNA372	ssRNA372	1.0
ssRNA307	ssRNA306	1.0
ssRNA307	ssRNA307	1.0
ssRNA243	ssRNA243	1.0
ssRNA865	ssRNA865	1.0
ssRNA802	ssRNA802	1.0
ssRNA640	ssRNA640	1.0
ssRNA644	ssRNA51	1.0
ssRNA516	ssRNA516	1.0
ssRNA220	ssRNA221	1.0
ssRNA252	ssRNA252	1.0
ssRNA474	ssRNA476	1.0
ssRNA474	ssRNA474	1.0
ssRNA442	ssRNA442	1.0
ssRNA410	ssRNA410	1.0
ssRNA378	ssRNA379	1.0
ssRNA378	ssRNA378	1.0
ssRNA346	ssRNA326	1.0
ssRNA346	ssRNA345	1.0
ssRNA346	ssRNA346	1.0
ssRNA281	ssRNA281	1.0
ssRNA249	ssRNA249	1.0
ssRNA217	ssRNA217	1.0
ssRNA652	ssRNA652	1.0
ssRNA522	ssRNA527	1.0
ssRNA522	ssRNA522	1.0
ssRNA490	ssRNA490	1.0
ssRNA458	ssRNA458	1.0
ssRNA426	ssRNA426	1.0
ssRNA394	ssRNA394	1.0
ssRNA250	ssRNA250	1.0
ssRNA330	ssRNA347	1.0
ssRNA184	ssRNA184	1.0
ssRNA312	ssRNA312	1.0
ssRNA511	ssRNA510	1.0
ssRNA511	ssRNA907	1.0
ssRNA511	ssRNA511	1.0
ssRNA511	ssRNA509	1.0
ssRNA539	ssRNA539	1.0
ssRNA507	ssRNA508	1.0
ssRNA507	ssRNA507	1.0
ssRNA475	ssRNA476	1.0
ssRNA475	ssRNA475	1.0
ssRNA443	ssRNA443	1.0
ssRNA411	ssRNA411	1.0
ssRNA379	ssRNA379	1.0
ssRNA347	ssRNA347	1.0
ssRNA409	ssRNA409	1.0
ssRNA377	ssRNA377	1.0
ssRNA345	ssRNA326	1.0
ssRNA345	ssRNA345	1.0
ssRNA280	ssRNA280	1.0
ssRNA330	ssRNA330	1.0
ssRNA297	ssRNA50	1.0
ssRNA297	ssRNA297	1.0
ssRNA540	ssRNA540	1.0
ssRNA508	ssRNA508	1.0
ssRNA476	ssRNA471	1.0
ssRNA476	ssRNA476	1.0
ssRNA444	ssRNA444	1.0
ssRNA412	ssRNA412	1.0
ssRNA380	ssRNA380	1.0
ssRNA67	ssRNA67	1.0
ssRNA79	ssRNA79	1.0
ssRNA15	ssRNA317	1.0
ssRNA15	ssRNA15	1.0
ssRNA880	ssRNA880	1.0
ssRNA848	ssRNA848	1.0
ssRNA817	ssRNA817	1.0
ssRNA317	ssRNA317	1.0
