query	target	fident
ssDNA900	ssDNA896	0.851
ssDNA900	ssDNA902	0.851
ssDNA706	ssDNA163	0.851
ssDNA168	ssDNA167	0.851
ssDNA373	ssDNA1219	0.851
ssDNA552	ssDNA548	0.851
ssDNA900	ssDNA163	0.851
ssDNA900	ssDNA169	0.851
ssDNA1224	ssDNA374	0.851
ssDNA1224	ssDNA373	0.851
ssDNA547	ssDNA552	0.851
ssDNA547	ssDNA551	0.851
ssDNA1223	ssDNA898	0.851
ssDNA1223	ssDNA89	0.851
ssDNA1223	ssDNA896	0.851
ssDNA1223	ssDNA374	0.851
ssDNA548	ssDNA550	0.851
ssDNA548	ssDNA551	0.851
ssDNA706	ssDNA169	0.851
ssDNA167	ssDNA170	0.851
ssDNA373	ssDNA1220	0.851
ssDNA373	ssDNA1221	0.851
ssDNA373	ssDNA1222	0.851
ssDNA373	ssDNA898	0.851
ssDNA373	ssDNA896	0.851
ssDNA373	ssDNA1223	0.851
ssDNA1224	ssDNA171	0.851
ssDNA1224	ssDNA89	0.851
ssDNA1224	ssDNA897	0.851
ssDNA373	ssDNA171	0.851
ssDNA373	ssDNA1230	0.851
ssDNA373	ssDNA165	0.851
ssDNA552	ssDNA904	0.851
ssDNA1224	ssDNA896	0.851
ssDNA55	ssDNA765	0.851
ssDNA55	ssDNA764	0.851
ssDNA55	ssDNA763	0.851
ssDNA900	ssDNA170	0.851
ssDNA706	ssDNA901	0.851
ssDNA1224	ssDNA898	0.851
ssDNA701	ssDNA95	0.851
ssDNA900	ssDNA172	0.851
ssDNA167	ssDNA163	0.851
ssDNA167	ssDNA172	0.851
ssDNA1224	ssDNA1230	0.851
ssDNA1230	ssDNA164	0.851
ssDNA163	ssDNA170	0.851
ssDNA163	ssDNA172	0.851
ssDNA1230	ssDNA707	0.851
ssDNA551	ssDNA904	0.851
ssDNA550	ssDNA547	0.851
ssDNA550	ssDNA904	0.851
ssDNA1230	ssDNA165	0.851
ssDNA163	ssDNA162	0.851
ssDNA1230	ssDNA1223	0.851
ssDNA1230	ssDNA1222	0.851
ssDNA1230	ssDNA1221	0.851
ssDNA1230	ssDNA1220	0.851
ssDNA170	ssDNA707	0.851
ssDNA1230	ssDNA1219	0.851
ssDNA376	ssDNA172	0.851
ssDNA1230	ssDNA898	0.851
ssDNA1230	ssDNA89	0.851
ssDNA376	ssDNA374	0.851
ssDNA376	ssDNA89	0.851
ssDNA1230	ssDNA896	0.851
ssDNA1230	ssDNA374	0.851
ssDNA76	ssDNA681	0.851
ssDNA1224	ssDNA165	0.851
ssDNA1220	ssDNA165	0.851
ssDNA1220	ssDNA171	0.851
ssDNA164	ssDNA171	0.851
ssDNA1220	ssDNA374	0.851
ssDNA1220	ssDNA896	0.851
ssDNA1220	ssDNA89	0.851
ssDNA1220	ssDNA897	0.851
ssDNA1220	ssDNA898	0.851
ssDNA897	ssDNA1228	0.851
ssDNA172	ssDNA375	0.851
ssDNA165	ssDNA88	0.851
ssDNA172	ssDNA899	0.851
ssDNA1222	ssDNA374	0.851
ssDNA171	ssDNA165	0.851
ssDNA374	ssDNA1221	0.851
ssDNA89	ssDNA896	0.851
ssDNA165	ssDNA169	0.851
ssDNA898	ssDNA1222	0.851
ssDNA898	ssDNA1221	0.851
ssDNA898	ssDNA1219	0.851
ssDNA898	ssDNA89	0.851
ssDNA898	ssDNA896	0.851
ssDNA898	ssDNA374	0.851
ssDNA165	ssDNA1223	0.851
ssDNA898	ssDNA171	0.851
ssDNA898	ssDNA165	0.851
ssDNA896	ssDNA171	0.851
ssDNA169	ssDNA896	0.851
ssDNA171	ssDNA374	0.851
ssDNA374	ssDNA896	0.851
ssDNA374	ssDNA1219	0.851
ssDNA89	ssDNA1219	0.851
ssDNA375	ssDNA896	0.851
ssDNA374	ssDNA165	0.851
ssDNA171	ssDNA89	0.851
ssDNA171	ssDNA1219	0.851
ssDNA171	ssDNA1221	0.851
ssDNA171	ssDNA1222	0.851
ssDNA89	ssDNA1222	0.851
ssDNA89	ssDNA1221	0.851
ssDNA171	ssDNA1223	0.851
ssDNA1221	ssDNA896	0.851
ssDNA1219	ssDNA896	0.851
ssDNA1221	ssDNA165	0.851
ssDNA1219	ssDNA165	0.851
ssDNA896	ssDNA1222	0.851
ssDNA1222	ssDNA165	0.851
ssDNA165	ssDNA89	0.851
ssDNA961	ssDNA955	0.852
ssDNA955	ssDNA953	0.852
ssDNA882	ssDNA884	0.853
ssDNA884	ssDNA479	0.853
ssDNA884	ssDNA886	0.853
ssDNA884	ssDNA478	0.853
ssDNA1553	ssDNA1555	0.853
ssDNA884	ssDNA883	0.853
ssDNA888	ssDNA478	0.853
ssDNA886	ssDNA1089	0.853
ssDNA882	ssDNA888	0.853
ssDNA882	ssDNA887	0.853
ssDNA1089	ssDNA885	0.853
ssDNA884	ssDNA885	0.853
ssDNA887	ssDNA479	0.853
ssDNA887	ssDNA478	0.853
ssDNA1509	ssDNA1509	0.857
ssDNA609	ssDNA1119	0.857
ssDNA250	ssDNA250	0.857
ssDNA908	ssDNA908	0.857
ssDNA909	ssDNA909	0.857
ssDNA195	ssDNA196	0.861
ssDNA1549	ssDNA1548	0.861
ssDNA1549	ssDNA1509	0.861
ssDNA196	ssDNA198	0.861
ssDNA1012	ssDNA714	0.861
ssDNA1368	ssDNA1366	0.862
ssDNA1519	ssDNA1519	0.862
ssDNA1519	ssDNA1522	0.862
ssDNA1368	ssDNA1367	0.862
ssDNA1366	ssDNA1365	0.862
ssDNA1522	ssDNA1522	0.862
ssDNA731	ssDNA114	0.862
ssDNA1448	ssDNA448	0.863
ssDNA1448	ssDNA449	0.863
ssDNA839	ssDNA1554	0.863
ssDNA1020	ssDNA1019	0.863
ssDNA1054	ssDNA1053	0.863
ssDNA886	ssDNA479	0.864
ssDNA886	ssDNA881	0.864
ssDNA487	ssDNA487	0.864
ssDNA1551	ssDNA1553	0.864
ssDNA487	ssDNA1552	0.864
ssDNA981	ssDNA982	0.865
ssDNA752	ssDNA749	0.866
ssDNA752	ssDNA763	0.866
ssDNA763	ssDNA754	0.866
ssDNA763	ssDNA753	0.866
ssDNA752	ssDNA764	0.866
ssDNA763	ssDNA749	0.866
ssDNA763	ssDNA748	0.866
ssDNA763	ssDNA756	0.866
ssDNA749	ssDNA765	0.866
ssDNA752	ssDNA765	0.866
ssDNA763	ssDNA757	0.866
ssDNA749	ssDNA762	0.866
ssDNA763	ssDNA758	0.866
ssDNA763	ssDNA759	0.866
ssDNA763	ssDNA760	0.866
ssDNA757	ssDNA754	0.866
ssDNA749	ssDNA764	0.866
ssDNA752	ssDNA754	0.866
ssDNA676	ssDNA675	0.866
ssDNA749	ssDNA761	0.866
ssDNA752	ssDNA748	0.866
ssDNA752	ssDNA756	0.866
ssDNA752	ssDNA757	0.866
ssDNA749	ssDNA758	0.866
ssDNA749	ssDNA757	0.866
ssDNA752	ssDNA759	0.866
ssDNA752	ssDNA760	0.866
ssDNA752	ssDNA761	0.866
ssDNA752	ssDNA762	0.866
ssDNA765	ssDNA757	0.866
ssDNA748	ssDNA749	0.866
ssDNA757	ssDNA764	0.866
ssDNA764	ssDNA756	0.866
ssDNA764	ssDNA754	0.866
ssDNA764	ssDNA753	0.866
ssDNA750	ssDNA751	0.866
ssDNA757	ssDNA748	0.866
ssDNA750	ssDNA755	0.866
ssDNA759	ssDNA748	0.866
ssDNA759	ssDNA753	0.866
ssDNA757	ssDNA762	0.866
ssDNA764	ssDNA760	0.866
ssDNA757	ssDNA753	0.866
ssDNA757	ssDNA756	0.866
ssDNA764	ssDNA759	0.866
ssDNA764	ssDNA758	0.866
ssDNA757	ssDNA758	0.866
ssDNA674	ssDNA678	0.866
ssDNA757	ssDNA759	0.866
ssDNA757	ssDNA760	0.866
ssDNA757	ssDNA761	0.866
ssDNA759	ssDNA754	0.866
ssDNA759	ssDNA756	0.866
ssDNA748	ssDNA765	0.866
ssDNA748	ssDNA764	0.866
ssDNA748	ssDNA762	0.866
ssDNA748	ssDNA760	0.866
ssDNA748	ssDNA758	0.866
ssDNA748	ssDNA756	0.866
ssDNA678	ssDNA679	0.866
ssDNA748	ssDNA754	0.866
ssDNA748	ssDNA753	0.866
ssDNA759	ssDNA758	0.866
ssDNA759	ssDNA761	0.866
ssDNA759	ssDNA762	0.866
ssDNA759	ssDNA765	0.866
ssDNA755	ssDNA751	0.866
ssDNA762	ssDNA758	0.866
ssDNA762	ssDNA760	0.866
ssDNA758	ssDNA761	0.866
ssDNA758	ssDNA760	0.866
ssDNA758	ssDNA756	0.866
ssDNA758	ssDNA754	0.866
ssDNA762	ssDNA756	0.866
ssDNA762	ssDNA754	0.866
ssDNA754	ssDNA749	0.866
ssDNA754	ssDNA753	0.866
ssDNA754	ssDNA756	0.866
ssDNA754	ssDNA760	0.866
ssDNA762	ssDNA753	0.866
ssDNA754	ssDNA761	0.866
ssDNA754	ssDNA765	0.866
ssDNA760	ssDNA765	0.866
ssDNA761	ssDNA760	0.866
ssDNA761	ssDNA761	0.866
ssDNA753	ssDNA765	0.866
ssDNA753	ssDNA761	0.866
ssDNA753	ssDNA760	0.866
ssDNA753	ssDNA756	0.866
ssDNA753	ssDNA749	0.866
ssDNA760	ssDNA756	0.866
ssDNA761	ssDNA756	0.866
ssDNA756	ssDNA749	0.866
ssDNA756	ssDNA765	0.866
ssDNA765	ssDNA758	0.866
ssDNA1552	ssDNA1509	0.868
ssDNA1548	ssDNA1552	0.868
ssDNA763	ssDNA68	0.869
ssDNA1547	ssDNA1547	0.869
ssDNA479	ssDNA888	0.869
ssDNA764	ssDNA68	0.869
ssDNA461	ssDNA461	0.869
ssDNA1392	ssDNA1392	0.869
ssDNA68	ssDNA765	0.869
ssDNA1547	ssDNA673	0.87
ssDNA675	ssDNA1547	0.87
ssDNA1548	ssDNA1555	0.871
ssDNA1509	ssDNA1555	0.871
ssDNA1519	ssDNA1512	0.875
ssDNA1136	ssDNA1452	0.875
ssDNA1136	ssDNA1450	0.875
ssDNA1137	ssDNA543	0.875
ssDNA1136	ssDNA1453	0.875
ssDNA1136	ssDNA1455	0.875
ssDNA544	ssDNA541	0.875
ssDNA1527	ssDNA461	0.875
ssDNA1134	ssDNA542	0.875
ssDNA620	ssDNA891	0.875
ssDNA544	ssDNA545	0.875
ssDNA544	ssDNA542	0.875
ssDNA1453	ssDNA1133	0.875
ssDNA1519	ssDNA1518	0.875
ssDNA1552	ssDNA1549	0.875
ssDNA487	ssDNA1549	0.875
ssDNA802	ssDNA802	0.875
ssDNA623	ssDNA219	0.875
ssDNA1133	ssDNA1455	0.875
ssDNA542	ssDNA1136	0.875
ssDNA1550	ssDNA1553	0.875
ssDNA891	ssDNA893	0.875
ssDNA891	ssDNA621	0.875
ssDNA1133	ssDNA1450	0.875
ssDNA541	ssDNA1136	0.875
ssDNA541	ssDNA1133	0.875
ssDNA1133	ssDNA1452	0.875
ssDNA1455	ssDNA255	0.875
ssDNA1518	ssDNA1522	0.875
ssDNA977	ssDNA1509	0.875
ssDNA977	ssDNA1548	0.875
ssDNA1516	ssDNA1522	0.875
ssDNA75	ssDNA74	0.875
ssDNA1516	ssDNA1518	0.875
ssDNA1516	ssDNA1512	0.875
ssDNA1522	ssDNA1512	0.875
ssDNA1516	ssDNA1519	0.875
ssDNA831	ssDNA825	0.875
ssDNA882	ssDNA882	0.878
ssDNA885	ssDNA886	0.878
ssDNA883	ssDNA883	0.878
ssDNA471	ssDNA471	0.878
ssDNA888	ssDNA887	0.878
ssDNA884	ssDNA884	0.878
ssDNA886	ssDNA886	0.878
ssDNA888	ssDNA888	0.878
ssDNA880	ssDNA881	0.878
ssDNA880	ssDNA880	0.878
ssDNA881	ssDNA881	0.878
ssDNA885	ssDNA885	0.878
ssDNA479	ssDNA478	0.878
ssDNA887	ssDNA887	0.878
ssDNA479	ssDNA479	0.878
ssDNA1089	ssDNA1089	0.878
ssDNA478	ssDNA478	0.878
ssDNA21	ssDNA964	0.88
ssDNA790	ssDNA790	0.88
ssDNA487	ssDNA1551	0.88
ssDNA832	ssDNA830	0.88
ssDNA832	ssDNA825	0.88
ssDNA184	ssDNA183	0.882
ssDNA952	ssDNA639	0.882
ssDNA1304	ssDNA1307	0.884
ssDNA1304	ssDNA1308	0.884
ssDNA1308	ssDNA1305	0.884
ssDNA1308	ssDNA1306	0.884
ssDNA1306	ssDNA1307	0.884
ssDNA1308	ssDNA1303	0.884
ssDNA168	ssDNA169	0.884
ssDNA1305	ssDNA1307	0.884
ssDNA1307	ssDNA1303	0.884
ssDNA163	ssDNA164	0.884
ssDNA169	ssDNA164	0.884
ssDNA141	ssDNA142	0.884
ssDNA1509	ssDNA1548	0.885
ssDNA164	ssDNA167	0.888
ssDNA673	ssDNA676	0.888
ssDNA677	ssDNA675	0.888
ssDNA170	ssDNA1224	0.888
ssDNA170	ssDNA165	0.888
ssDNA170	ssDNA1230	0.888
ssDNA165	ssDNA164	0.888
ssDNA164	ssDNA170	0.888
ssDNA165	ssDNA706	0.888
ssDNA641	ssDNA640	0.888
ssDNA164	ssDNA900	0.888
ssDNA164	ssDNA896	0.888
ssDNA164	ssDNA707	0.888
ssDNA165	ssDNA167	0.888
ssDNA487	ssDNA486	0.888
ssDNA172	ssDNA169	0.888
ssDNA896	ssDNA170	0.888
ssDNA374	ssDNA706	0.888
ssDNA374	ssDNA170	0.888
ssDNA171	ssDNA706	0.888
ssDNA171	ssDNA1230	0.888
ssDNA171	ssDNA167	0.888
ssDNA1223	ssDNA706	0.888
ssDNA1223	ssDNA170	0.888
ssDNA1220	ssDNA706	0.888
ssDNA1220	ssDNA170	0.888
ssDNA899	ssDNA901	0.888
ssDNA896	ssDNA167	0.888
ssDNA899	ssDNA706	0.888
ssDNA1553	ssDNA1508	0.888
ssDNA169	ssDNA167	0.888
ssDNA898	ssDNA170	0.888
ssDNA898	ssDNA706	0.888
ssDNA896	ssDNA706	0.888
ssDNA639	ssDNA640	0.888
ssDNA172	ssDNA707	0.888
ssDNA170	ssDNA373	0.888
ssDNA1518	ssDNA1512	0.888
ssDNA486	ssDNA1552	0.888
ssDNA679	ssDNA675	0.888
ssDNA676	ssDNA679	0.888
ssDNA1520	ssDNA1518	0.888
ssDNA1520	ssDNA1512	0.888
ssDNA1224	ssDNA706	0.888
ssDNA1221	ssDNA170	0.888
ssDNA1221	ssDNA706	0.888
ssDNA89	ssDNA170	0.888
ssDNA89	ssDNA706	0.888
ssDNA1222	ssDNA706	0.888
ssDNA1222	ssDNA170	0.888
ssDNA680	ssDNA680	0.888
ssDNA680	ssDNA679	0.888
ssDNA680	ssDNA674	0.888
ssDNA1518	ssDNA1518	0.888
ssDNA170	ssDNA1219	0.888
ssDNA1230	ssDNA706	0.888
ssDNA900	ssDNA900	0.888
ssDNA1219	ssDNA706	0.888
ssDNA88	ssDNA88	0.888
ssDNA166	ssDNA707	0.888
ssDNA1552	ssDNA1552	0.888
ssDNA373	ssDNA706	0.888
ssDNA1488	ssDNA1485	0.891
ssDNA1489	ssDNA1491	0.891
ssDNA1486	ssDNA1488	0.891
ssDNA675	ssDNA680	0.891
ssDNA1603	ssDNA1604	0.892
ssDNA55	ssDNA755	0.892
ssDNA696	ssDNA699	0.892
ssDNA76	ssDNA74	0.892
ssDNA55	ssDNA757	0.892
ssDNA1288	ssDNA1291	0.894
ssDNA1243	ssDNA1247	0.894
ssDNA1235	ssDNA1251	0.894
ssDNA1243	ssDNA1248	0.894
ssDNA1243	ssDNA1249	0.894
ssDNA1243	ssDNA380	0.894
ssDNA1243	ssDNA1250	0.894
ssDNA1288	ssDNA1289	0.894
ssDNA1259	ssDNA1244	0.894
ssDNA1289	ssDNA1267	0.894
ssDNA1289	ssDNA1268	0.894
ssDNA381	ssDNA1256	0.894
ssDNA1288	ssDNA1290	0.894
ssDNA1243	ssDNA381	0.894
ssDNA1243	ssDNA1251	0.894
ssDNA1243	ssDNA1246	0.894
ssDNA1288	ssDNA1284	0.894
ssDNA1288	ssDNA1283	0.894
ssDNA1288	ssDNA1268	0.894
ssDNA1259	ssDNA1243	0.894
ssDNA1289	ssDNA1284	0.894
ssDNA1288	ssDNA1285	0.894
ssDNA1232	ssDNA1252	0.894
ssDNA1234	ssDNA1242	0.894
ssDNA1234	ssDNA1243	0.894
ssDNA1234	ssDNA1244	0.894
ssDNA1234	ssDNA1245	0.894
ssDNA1234	ssDNA1246	0.894
ssDNA1234	ssDNA1247	0.894
ssDNA1234	ssDNA1248	0.894
ssDNA1234	ssDNA1249	0.894
ssDNA1259	ssDNA1241	0.894
ssDNA1259	ssDNA1242	0.894
ssDNA1234	ssDNA380	0.894
ssDNA1235	ssDNA382	0.894
ssDNA1281	ssDNA1282	0.894
ssDNA1234	ssDNA1250	0.894
ssDNA1234	ssDNA381	0.894
ssDNA1234	ssDNA1251	0.894
ssDNA559	ssDNA1241	0.894
ssDNA559	ssDNA1247	0.894
ssDNA1234	ssDNA382	0.894
ssDNA1234	ssDNA1252	0.894
ssDNA1234	ssDNA1253	0.894
ssDNA1234	ssDNA1254	0.894
ssDNA1234	ssDNA1255	0.894
ssDNA1266	ssDNA233	0.894
ssDNA1281	ssDNA233	0.894
ssDNA1249	ssDNA1255	0.894
ssDNA1266	ssDNA1267	0.894
ssDNA1266	ssDNA1268	0.894
ssDNA1243	ssDNA382	0.894
ssDNA1243	ssDNA1245	0.894
ssDNA1597	ssDNA1590	0.894
ssDNA1235	ssDNA1241	0.894
ssDNA1597	ssDNA1591	0.894
ssDNA1279	ssDNA233	0.894
ssDNA1235	ssDNA1246	0.894
ssDNA1279	ssDNA1278	0.894
ssDNA1279	ssDNA1280	0.894
ssDNA1085	ssDNA1084	0.894
ssDNA1279	ssDNA1077	0.894
ssDNA1235	ssDNA1245	0.894
ssDNA1279	ssDNA1081	0.894
ssDNA1259	ssDNA1247	0.894
ssDNA854	ssDNA855	0.894
ssDNA481	ssDNA1550	0.894
ssDNA1235	ssDNA1256	0.894
ssDNA1235	ssDNA1244	0.894
ssDNA1235	ssDNA1257	0.894
ssDNA1235	ssDNA1258	0.894
ssDNA1235	ssDNA1259	0.894
ssDNA1279	ssDNA1083	0.894
ssDNA1235	ssDNA1231	0.894
ssDNA1235	ssDNA1232	0.894
ssDNA1235	ssDNA1233	0.894
ssDNA1279	ssDNA1080	0.894
ssDNA1235	ssDNA1243	0.894
ssDNA155	ssDNA156	0.894
ssDNA1235	ssDNA1237	0.894
ssDNA1235	ssDNA1238	0.894
ssDNA1235	ssDNA1239	0.894
ssDNA1235	ssDNA1240	0.894
ssDNA474	ssDNA888	0.894
ssDNA474	ssDNA632	0.894
ssDNA1597	ssDNA1596	0.894
ssDNA1597	ssDNA1595	0.894
ssDNA1235	ssDNA381	0.894
ssDNA1235	ssDNA1242	0.894
ssDNA1289	ssDNA1283	0.894
ssDNA1243	ssDNA1252	0.894
ssDNA1243	ssDNA1253	0.894
ssDNA1259	ssDNA380	0.894
ssDNA1259	ssDNA1249	0.894
ssDNA1259	ssDNA1248	0.894
ssDNA1247	ssDNA1253	0.894
ssDNA1247	ssDNA1254	0.894
ssDNA1247	ssDNA1255	0.894
ssDNA1235	ssDNA1250	0.894
ssDNA1259	ssDNA1246	0.894
ssDNA1259	ssDNA1245	0.894
ssDNA1243	ssDNA1254	0.894
ssDNA1243	ssDNA1255	0.894
ssDNA1275	ssDNA233	0.894
ssDNA1235	ssDNA1249	0.894
ssDNA1235	ssDNA1248	0.894
ssDNA1235	ssDNA1247	0.894
ssDNA1275	ssDNA1276	0.894
ssDNA1275	ssDNA1277	0.894
ssDNA1597	ssDNA1592	0.894
ssDNA1275	ssDNA1077	0.894
ssDNA1275	ssDNA1081	0.894
ssDNA1597	ssDNA1594	0.894
ssDNA1275	ssDNA1083	0.894
ssDNA1275	ssDNA1080	0.894
ssDNA1235	ssDNA380	0.894
ssDNA1234	ssDNA1241	0.894
ssDNA1234	ssDNA1259	0.894
ssDNA1243	ssDNA1241	0.894
ssDNA1291	ssDNA1284	0.894
ssDNA1291	ssDNA1283	0.894
ssDNA1291	ssDNA1268	0.894
ssDNA1289	ssDNA1287	0.894
ssDNA1249	ssDNA1254	0.894
ssDNA1254	ssDNA1242	0.894
ssDNA1259	ssDNA1255	0.894
ssDNA1259	ssDNA1254	0.894
ssDNA1289	ssDNA1286	0.894
ssDNA1259	ssDNA1253	0.894
ssDNA1247	ssDNA1256	0.894
ssDNA1590	ssDNA1596	0.894
ssDNA1590	ssDNA1595	0.894
ssDNA1590	ssDNA1594	0.894
ssDNA1254	ssDNA1246	0.894
ssDNA1247	ssDNA1232	0.894
ssDNA1247	ssDNA1231	0.894
ssDNA1254	ssDNA1245	0.894
ssDNA1247	ssDNA1258	0.894
ssDNA1254	ssDNA1241	0.894
ssDNA1243	ssDNA1233	0.894
ssDNA1243	ssDNA1232	0.894
ssDNA1243	ssDNA1231	0.894
ssDNA1247	ssDNA1257	0.894
ssDNA1590	ssDNA1588	0.894
ssDNA1590	ssDNA1589	0.894
ssDNA1254	ssDNA1244	0.894
ssDNA1247	ssDNA1233	0.894
ssDNA1254	ssDNA1240	0.894
ssDNA1588	ssDNA1596	0.894
ssDNA381	ssDNA1240	0.894
ssDNA381	ssDNA1239	0.894
ssDNA381	ssDNA1238	0.894
ssDNA381	ssDNA1237	0.894
ssDNA381	ssDNA1236	0.894
ssDNA1254	ssDNA1257	0.894
ssDNA1254	ssDNA1258	0.894
ssDNA1243	ssDNA1256	0.894
ssDNA381	ssDNA1242	0.894
ssDNA1291	ssDNA1287	0.894
ssDNA1291	ssDNA1286	0.894
